text_review,star_rating,lr_prediction,svm_prediction,rf_prediction,gb_prediction,nb_prediction,nn_feedforward_prediction,nn_lstm_prediction,roberta_prediction
"Went here for a work function today. What can I say, this place is awesome! A great variety of meats all cooked to perfection. My favorite was the bacon wrapped filet, yum!

Nice salad bar with good variety as well, instead of bacon bits, they have a bowl full of uncrumbled bacon.

Lastly a slice of cheesecake with strawberries, mmm.

Simply awesome stuff! Taking the wife when I can.",5,5,5,5,4,4,5,5,5
This place is delicious. Great food and when they cook in front of you they do a lot of cool tricks and stuff. I would eat there everyday if I could afford it.,5,5,4,5,4,4,5,5,5
Awesome subs clean and friendly well priced.,5,5,5,5,5,5,5,5,4
Great food with family!  Good place to laugh and watch a game or two.,4,4,5,4,5,4,4,4,4
"I love this place. What can I say? 

Richard Cho not only has some of the best customer service skills I have ever seen (that guy has an amazing memory for names) but some of the most creative approaches to making Sushi in the valley. I love coming to Sushi Eye, I have never had a bad experience in all the years I have been going to the 2x New times Best of Phoenix award winner.

The use of Macadamia nuts is brilliant and an amazing addition to many of the creative rolls that are available. The Spicy scallop roll is a go to for sure. They have (and I know this sounds stupid) the BEST California rolls in Arizona. As pedestrian as that roll is, The California roll is transformed in to a very dessert style treat when ordered at Sushi Eye. Seriously, do it.

Go check it out, introduce yourself to Richard and be amazed when he remembers your name. You will be amazed by the food as well.",4,5,5,5,5,5,5,5,5
"This place is one of my favorite burger joints.  If you really appreciate a good burger, I don't think you'll be disappointed.  Kobe burger, Double truffle fries, Creme Brulee Shake and just pure joy.  First time, the burger was slightly over cooked for medium rare; but ever since I have been back multiple times and it's been prepared perfectly to my expectations.  I do believe in second chances and they won me over.  I don't get the mushroom on the Kobe; Meat is very tasty and flavorful, no need to add any toppings.  The Samburger and Zinburger are very tasty as well.  Last time I added bacon to the Zinburger, very good, and I do recommend that.  The staff are very attentive to diners needs.  I have tried a few of the Fox-RC and every time has been an excellent experience so far.  (I hope it won't change).  SF definitely has a unique and entrepreneurial vision in food industry which has, and will make him very successful.",5,5,5,5,5,4,5,5,5
"This was a great place to go with the parents for Thanksgiving.  Dinner was served family style and it was a ton of food!  Started with a plate of 3 different bruschetta appetizers that were excellent.  Then had a choice of 2 salads, 2 meats - we had turkey that was served with a focaccia dressing and the tilapia served with a side of some of the best creamed spinach I ever had - then 2 side dishes in addition - mashed sweet potatoes and mashed garlic potatoes that were just okay - 2 pasta dishes - we had the signature Rigatoni D and the angel hair with pomodoro sauce/sausage - and 2 desserts!

It is a little pricey, but for the amount of food they serve and all the leftovers, I think it's worth it.  The best way to go here is with a group and do the family style menu.

I've been to other Maggiano's in Chicago and to me, they're all pretty much the same - good and plentiful food and fast friendly service.",4,4,4,4,4,4,4,4,4
"I searched hi and lo and had only been able to make good on the very lo with regards to good Chinese food in the Valley.  I am VERY picky and I rate most Chinese food places based on the thickness of the membrane of their won-ton soup and the colour of their fried rice.  Having passed my non doughy and not yellow test ( yup people, some places give you frozen dumplings versus fresh and yellow ""Spanish Rice"" in a Chinese restaurant), I was able to look into the quality of their other food items.
When you can deliver Mei Fun Singapore style noodles perfectly seasoned with no greasy residue, I feel you deserve that illusive fifth star.  
Service was pleasant and there was a lot of foot traffic for take away items.  I also note that they offered iced Thai tea with cream.  My buddy got a plate of broccoli, tofu, and a wonderful  Kun Pao sauce.  Sorry, but I think he created it himself and they make everything to order just for food snobs such as we.

Hmmmm.  I am getting hungry. I think  I will go  there now.  Wonder if I should get their pepper steak.",5,3,3,4,4,3,4,3,4
"LOVE it here.  Small, homey, and yummy food.  Great patio!  I love their veggie quesadilla and the beans are great.  It's nice to know they are lard free...which means you can eat vegetarian or vegan here easily!  The kid loves it...especially the beans.  They have jamaica, horchata and tamarindo fresh made to drink too.  YUM!",4,5,5,5,4,5,5,5,4
This Pei Wei is consistant with it's orders being correct & clean. My one wish is that the parking lot it shares with Starbucks & Sidebar were about 15 cars larger. I don't see that happening but a girl can wish can't she?,3,3,3,5,4,1,4,5,3
"Great, fun atomosphere! Service was great! My wife and I had a wonderful date night here.  The fillet was nicely cooked and the sides were just as good.  Average prices but great value! Highly recommend this place for date night!",5,5,4,5,4,4,5,5,4
"Now that this place is under new management it's gotten better.  i went once before and it was kind of nasty, now it's cleaner and has a better selection.

Its hard to find  edible chinese food in Phoenix, this one is one of the better ones now.  I think it's renamed Fuji Buffet.  It even had a sushi bar (not a sushi eater, but it had one) and everything was as fresh as can be expected. Large shrimp and chicken selection, and pizza and things for the kiddos.

Stay away from the desserts tho', not so great.",3,2,4,5,4,2,3,3,4
"Sadly, my mom fell down a wet grassy hill walking her dog on Monday night and broke her ankle in two places. Ouch! She was rushed to Scottsdale Healthcare North in an ambulance and texted me on the way to alert me of her injury. Let's just say I hopped in the car without blinking and drove up to Scottsdale from Tucson as quickly and safely as possible. 

When I first arrived at the hospital she was in a very small room, directly off of the ER waiting room. Seriously, I thought  this was a closet, no joke! Jay, the RN, came in several times to check her blood pressure, take her to get x-rays, etc. You know....the typical hospital drill when you break your ankle! Anyhoo, he was so kind, gentle and had my mom in stitches (no pun intended - HA!) with his witty jokes. I could tell my mom thoroughly enjoyed his company and care. He was so wonderful and really helped take the pressure off of what was going to happen next....surgery! 

Shout out to Jay...You are awesome and thank you so much for going above and beyond to take such great care of my mom!

After five LONG hours of being in the ER, my mom was moved to her own room on the Orthopedic floor...FINALLY! (Side note, all rooms at Scottsdale Healthcare North are single room occupancy. This is such a fabulous accommodation!!! That means no fighting over the remote or loud snores coming from the other patient.....YAY for mom!)

At this point I knew this was going to be a long night and an extensive journey. We arrived at her room (on the 5h Floor) and were pleasantly surprised by the immediate welcoming of the evening nurses. They quickly got her settled into her room and made sure she was comfy. The room was small but super clean so no complaints there. 

A little while later we were told that my mom was going to have surgery sometime in the early morning but didn't have a confirmed time. Let's just say we both too tired to care because by now it was going on 2AM! 

I left the hospital and headed to my mom's house for a few hours of sleep before I returned in the morning for her pending surgery. Got there around 8ish and still no surgery time. Ok, at this point my only complaint was the waiting and the unidentified time of her surgery. This seriously went on all day until finally at 6pm she was wheeled down to pre-op. Again, more waiting as the anesthesiologist had a crisis situation with another patient. At this time I was fortunate enough to meet Dr. Nelson who was performing the surgery on her ankle. My impression of Dr. Nelson was that he was very warm, compassionate and informative. He asked for my phone number and said he would call me directly after mom's surgery with an update.....and he did! 

An hour or so later my mom arrived back at her room from recovery. All went well and it was time for sleep. I returned the following day (Wednesday) and waited her release. Ugh, more waiting.  My mom was finally released Wednesday evening around 8pm with no problems or issues. YAY, we are going home. 

Overall, the experience at Scottsdale Healthcare North was pleasant and satisfying and I'm so thankful for their excellent and professional care with my mom! The doctors, nurses, physical therapists and aids were amazing, caring and extremely helpful. You can really tell these people are passionate about their job. Fabulous job Scottsdale Healthcare North!!! 

Oh, one more thing.....
Note to mom - no more slipping down wet grassy hills!",4,5,5,5,5,1,5,5,4
"Outback is a great restaurant. You can count on the tasty food and good service. They are reasonably priced and consistently deliver a quality product. This location gets busy during dinner time, but I've always had a good experience.",4,4,4,5,4,4,4,4,4
"I've been Dr. Castilla's office for 7 years.  Her office has relocated and her practice has grown over the years and for good reason.  She is a Dr. that treats you as a person and takes her time to honestly answer your questions.  She makes eye contact with you and I couldn't ask for anything more.  Just remember, it is a large practice and the staff is sometimes questionable.  But, she's worth the wait!  
Now that we've relocated, I hate to give up Dr. Castilla.  She's irreplaceable!",5,5,5,5,5,5,5,5,5
"Have only been here once before under too stressful of circumstances to remember, this trip to Olive and Ivy was fantastic. 

Usually going to lunch in Scottsdale is hit or miss with expectations, however today we had a lunch meeting scheduled for 11:30, I got a front row parking spot in front of the valet and had no problem being seated right away.

Sticking to my lunch salad trend, I ordered the Curry Salad with Chicken and couldn't have asked for a more perfect dish on such a warm day. The portions were great, the lettuce cool and crisp and even the ""handmade"" bread and pesto before complimented everything perfectly. 

The only gripe I would have, understanding it is a Fox Restaurant, was how almost unnatural the wait staff was with how rehearsed and methodical all interactions were. Even down to the correct usage of ""I am well"" versus ""I am good"" seemed a bit out of place, but not a big deal.",4,4,4,4,4,4,4,4,4
"I have only had their pizza once, to go. It was ok but nothing to write home about.;... would try again but will be more skepitcal....",3,3,2,3,3,3,3,3,3
"Being too ""frugal"" to rip out a perfectly good, if not ugly, bathroom vanity top, I decided to look for ways to improve upon the ""cultured marble"" 80's look that was going on.  After talking with my co-worker and fellow-Yelp-er, Robert, I decided to go the ""refinish"" route instead of ""rip it out"" and put in new.  

After checking the internet I came across a company called ""Miracle Method.""  If you get a chance and you're thinking of having your bathtub, tile, vanity or kitchen countertop replaced, check out this company first!

I did get an estimate on ripping out the tile around my tub and having a new floor installed, but that would have still left me with a no so great looking tub and an ugly vanity.  Oh, and the estimate I received from the ""other"" place didn't provide tile so after all was said and done, I wouldn't be saving anything.  So I bit the bullet and decided to spend the $1,600.

So the job was started promptly at 8:30a.m. on Tuesday by ""Shawn.""  A very nice young man who obviously likes what he's doing.  (Sometimes hard to find in folks these days!)  Tuesday involved cleaning, prepping and spraying the tub.  Wednesday the tub was finished off then the tile and vanity were prepped and sprayed.  Time on Thursday was spent applying several layers of sealant to the tile area and vanity top.  Friday was a quick visit.  Shawn cleaned everything up and returned it to a much better than original version of a master bath.  

I'm very happy about the final results and I'm seriously considering having my main bathroom redone as well.  Again, if you're thinking about making changes to your bath or kitchen, check out Miracle Method as a possible solution to your problem!  I'm a fan!",4,2,2,5,4,1,3,5,4
"This review is for the chain in general. The location we went to is new so it isn't in Yelp yet. Once it is I will put this review there as well. We were there on Friday at 5 PM. 

The reason I gave it 2 stars is because the burger was very good and it was made the way I asked for it. My husbands burger was not.

But, the server and the fries left a lot to be desired. Let me preface by saying that we had been to several other locations. I like my fries crispy. I ask for them well done, extra crispy, scorched, tortured hollow tubes. Whatever their buzz word is for well done. The location will comply. EVERY OTHER 5 GUYS HAS COMPLIED. But not the one at TATUM AND SHEA. She said that corporate said they are not to cook the fries that way. So if we were to put up with soggy fries - yes soggy, then we did not want them. 

She also interrupted us several times which is rude. THEN she went and called corporate just to double check for us and she came to the table and said they said no they were not to cook them that way. Seriously? We did not ask for her to do this. She actually accused us of being undercover shoppers. We started to say something and then again- she interupted.

Listen, if you explain that our choice is not how the company wishes to present their product and we still choose to have them a different way, you should comply. It is after all our money and our decision. I was raised with the rules that #1 the customer is always right. And #2 if the customer is wrong REFER TO RULE NUMBER 1!!

We will not return. They have lost our business and I hope she loses her job.
If you want to try a really good burger AND FRIES place- go to Paradise Valley Burger Company at 40th Street and Bell. You will not be disappointed.",2,2,1,4,1,1,1,2,2
"This restaurant is inside the Baiz Market!  So, don't waste your time trying to GPS it- just GPS Baiz market!

Secondly, ambiance or quick service are probably not the reasons you'd come to eat inside an outdated restaurant on styrofoam plates.

The food, however, is pretty tasty.  They have a wide variety of items typical to Middle Eastern cuisine: shawarmas, falafel, kebabs, pies, and more.  They heat items up in an open oven and the food comes out very fresh and hot!

I tried the cheese pie and shawarma.  Both items were very good.  I still got onions when I asked for them to be excluded.  I suggest skipping their small beverage options in the adjacent cooler and going to the selection on the south side of the store for a better deal and variety.

All in all, it is definitely worth trying out, especially if you are going to Baiz Market anyway!",4,4,4,4,4,3,4,4,4
"Cannot rate their technical service because they NEVER SHOWED UP or CALLED TO RESCHEDULE.  I made a service call appointment with Flores Air and received a time of ""around noon"" and we will call in advance.  I received a call at 11 and they said they were in the area and could be there in about 45 minutes.  After a no-show, I called them around 1 and the man said they were stuck at a job and would not make it.  I rescheduled with them for two days later.  They said they could get there around 3.  No call that day and I have not seen them.  Today is another day and still no call from them.  I will not be calling them back again to schedule another NO-SHOW.  Customer service is non-existent",2,1,1,1,1,1,1,1,1
great salads and burgers!,4,4,4,5,4,4,5,5,4
"This is a great breakfast stop!  Gotta love the homemade biscuits... are you kidding me!  Awesome! CB is a huge chain but they do some great things.  

The only thing is the way they have designed the space the servers are in the back a lot... too much.  They need to be on the floor more to make sure the cups stay filled up!",5,4,4,5,4,4,4,4,4
"My GF says Take me out for a rum drink, I says your wish is my command. 

Beautiful little restaurant opens at 5 downtown. A very kind sir welcomes us in. I see the rum punch and I order up. Now this rum punch is delicious but I would have liked it to be stronger, ya know 'Punch' $5. I decided to add a shot to our drinks with a Haitian five star rum.$8. 

We also had an app of Cuban style pork tenderloin sandwiches using fried plantains. My Gf enjoyed them I just am not crazy for plantains. Anyway cozy seating and we had a good time.",4,4,3,4,4,3,5,4,4
"We've eaten here a few times, and the food was always good.  However, the last time we ate there, I found a BUG in my food.  When we complained to management, they still thought we should pay for 50% of the meal.  Never eating there again.",1,2,2,5,4,2,2,1,1
"came here one night alone.  the hostess sat me down and kept staring at me as if there was a problem eating alone! i found that a little rude.

my waiter, however, was nice.  I only got the french onion soup and chocolate souffle for dessert since i heard good things about their soup.  it came out in this cute little cauldron, piping hot, cheese all gooey, and several crispy chucks of cheeses were tucked near the edges.  it was good french onion soup, although i have not tasted enough different french onion soup to judge it as one of the best.  

the chocolate souffle took a while to make but it was quite delicious.  my server brought it out and poured this warm choc sauce infused with some sort of liquor.  the etoh didnt evaporate so there was still a strong taste to me, which i dont prefer.  the souffle itself was soft and fluffy which was good.",4,4,4,4,4,4,4,3,4
"Not bad, but not my first choice for the area. The staff are friendly and the food is good, but it just feels too much like a man's club. 
That being said, it is a great place for guys to go for dinner who are really looking for dinner. I think I need more... of something.",3,3,3,4,4,3,3,3,3
"What.  The.   Heck. ??    Be prepared for sticker shock!  I walked in, through the store, and made a hasty straight line back to exit.  And over and across the road to Crate & Barrel  - Ahhhhhh - much better!  Whew!",1,4,4,4,4,2,4,4,1
"They've gotten better and better for me in the time since this review was written. 

My last contact with them was a few days ago when I was having trouble redeeming some Groupons on their website. I called customer service and after waiting a few minutes I spoke with a rep who cheerfully booked four separate flights for me, patiently and manually entering my Groupon info for each one.

I think the acquisition by Republic has helped them overall. After Republic took over the in-flight cookies started. It still tends to suck if you aren't Ascent club (like just about any budget-centric airline does), but once you get there it's a good value. When I've had to fly Southwest or USAir I've been disappointed in comparison.",4,1,1,5,4,1,2,3,4
"Get ready to get meat drunk, then fall into a meat coma!! Although this is not a nationwide chain, this is what a chain restaurant can and should be, it's great. You begin with an immaculate salad bar. Definitely the best one I have ever seen or tasted for that matter. Hell you have to love a salad bar that has a whole wheel of Parmesan cheese for you to enjoy. Enough with the salad lets talk about the star of the show, the meat!! Transcendental might be too strong of a word, but it is pretty damn close. 
It is endless amounts of meat prepared 15 different ways, all seasoned perfectly. You have to love something that is seasoned so well that if adding salt or pepper to it at the table would over season it. This place is pretty much a buffet that comes to you and after trying several meats its great because you don't want to move, lol. And the best part is, is that you tell them when to come to you!! I could go on and on but if you have about 60 bucks to spend and want to enjoy a great meal just go here and leave in physical pain from over eating like I do!!",5,4,4,4,4,3,4,5,5
"We love 5th and Wine and recommend it to anyone that asks, the appetizers and wine specials for Happy Hour are some of the best in town. Let's start off with the fact that every glass of wine on the wine list, that's right every glass, is just $5 during Happy Hour from 3 - 6 pm.

Did someone mention appetizers? Yep, 5th has you covered there too. Ever tried Fried Pickles? Love them! But I have to admit it took some convincing to win us over... thanks Scott! The fried pickles are thinly cut, fried to perfection and served with a creamy horseradish sauce for dipping.

But what 5th and Wine is really known for at Happy Hour is their Bruchetta. They have 6 types to try but may we recommend this selection of our favorites: Apple and Brie; Tomato, Basil and Mozzarella; and the Steak and Horseradish. It's a great threesome! As someone mentioned last night, the bread is not too hard, very flavorful and toasted just right.

Read the entire review here... http://schmoozeaz.com/blog/?p=680",5,5,5,5,5,5,5,5,5
"Tradition at it's most... er.... um.... traditional. Every time i eat here i feel like i have been transported to any number of old family owned steakhouses on the North Shore of Long Island, or Brooklyn. The plush red velvet, the dark wood and button tufted leather... The place just screams STUFFY BUSINESS LUNCH. My first experience here was with a bunch of lawyer friends who were dying for meatloaf or a steak with creamed spinach... 

The entrance is through the kitchen. That may seem a little odd, but I'd bet it sells dinners. Who can resist the wonderful aroma. By the time you reach your table, you crave rare beef, as red as the decor. 

It's the kind of place where you forgo the trendy drinks and have a Scotch with a splash,or a Rob Roy before dinner. The steaks are perfectly prepared, the garlic mashed potatoes are wonderful. I love the place. It isn't cheap, and admittedly, i have never paid for my own meal there. It has always been a treat from some friend who wears a suit to work, or some more traditional back easterner who wants to share their bit of meat and potato lovers heaven.",4,5,5,5,5,4,5,5,5
"First time having Scandinavian food, everything was excellent. Will return soon.",5,5,5,5,5,5,5,5,5
"I love both locations. It is a rare menu that has so many things I would actually eat without subtractions. I have only been 4 times (and tried something different each time) but I want to keep coming back. I am working my way through a long list of pasties that I want to try. Keep in mind, I dont drink alcohol so I am not eating this stuff just to accompany a Guinness or Strong Bow. I really like it. All of it.

My only complaint is that the Tempe location does not allow for groups larger than 2. OK, they have a couple of tables for 6 but thats really it. If you dont get there before the dinner rush, you dont get to sit with your group.",4,2,3,3,3,2,3,3,5
"Very excited to have a neighborhood grocery downtown!  I've been in twice now and was surprised how many people were in there considering they just opened on Thursday.  They have a really nice wine selection without the usual suspects, the cheese case has many nice, reasonably priced offerings and the pastry case looked delicious too!

They still have a few bugs to work out, but that is to be expected from a new business.  I definitely recommend enjoying a glass of wine at the bar with some cheese...yummy!",4,4,4,4,4,4,4,4,4
"Attention margarita lovers- you MUST order the Chambord Margarita. Delicious (and dangerous) and oh so tasty!

The restaurant is always busy because it is at Fashion Square but the service is always prompt. The patio/bar area upstairs is open seating so you can usually snag a table up there even during busy times.

The cornbread they bring to your table is really yummy but sometimes you have to ask for it to make sure that they bring you some.

I have had a large variety of of things on the menu and never been disappointed. The seasonal menus they offer are great as well and i definitely recommend branching out and ordering off of that menu every once in a while.

Definitely our ""go to"" place for drinks and dinner.",4,4,4,4,5,4,5,5,4
Great eats at this joint. New York strip was awesome! Pear salad was bomb and service was superb. I'll be back march 10th!,5,5,5,5,4,4,5,5,4
"This place has been around forever. I started coming here when I was 5 or 6, especially when my grandpa came to town from Cincinnati. He loved it. 

The whole ""wild west"" theme prevails, and it is fun to think about cowboys and times gone by. I liked the sasparilla when I was a kid, I don't think I've ever had it anywhere else. 

Last time I was in Phoenix we went again, and while the quality of the food has maybe slid a bit since I was 5 ( um, I'm kinda a LOT older now), it is still cool. I like the good mood of all the visitors, it's a place that inspires laughter and happy shared experience. 

If you do wear a tie, wear one you don't care about, ok. Trust me on this.",4,4,4,4,5,3,4,5,4
I love how all other Yelpers reviewing this company have discovered the same issues that would never permit me to use their services again. Company is a disaster and should be reported to the BBB.,1,1,2,5,5,1,5,1,1
"My experience was on a random Saturday afternoon, and I think that might skew my opinion a bit.

During my visit we were the only guests dining.  There was one guy at the bar that was friends with the employees.  

The atmosphere is mellow.  And I can imagine it being a pretty happening place on weekend evenings.

The prices were a bit high for what we ate.  I had a pita sandwich and it was just under $10.  The lunch prices are a bit steep.

The food was okay, but nothing I'd go back time and time again for.",2,3,3,3,3,3,3,3,3
If you are going out for beer than Papago Brewing in the same strip mall is a much better choice. But if you are looking for a true bar with liquor and beer than the British Open certainly qualifies.  Not a huge fan of the food with the exception of the fried pickles. Typical greasy pub fare. Darts and pool tables and a good juke box. Service is usually pretty good every time I've been in there.  Very dark and very much a neighborhood bar.,3,4,4,4,4,3,4,4,3
"One of our favorite restaurants in the Valley! We go here about once a month. Some of my favorite dishes are the whole fish, salt and pepper shrimp, Pho with everything in it, Spring rolls, Shrimp/Pork over rice noodles, and the Seafood over soft egg noodles. We also have the Vietnamese coffee as our dessert! YUM!",5,4,5,5,4,4,5,5,5
"A bit pricey, yet one of the best breakfast sandwiches you will find.  Parking is slim.",4,4,4,4,4,4,5,4,4
"I have been eating at Tokyo Express since I was teeny tiny.  My fam used to go a few times a week.  It's still the same and still as good.  I have tried alot of the items on the menu.  I like the regular terriyaki, the tokyo chicken, the sukiyaki, and the bentos.  The bento boxes are a ton of food for only about 7 or 8 bucks. I would definitely recommend this place for to-go japanese or a quick rice bowl lunch.",4,4,4,4,5,3,3,4,4
"This dog park gets one star.Why?Because the last time I went,some piece of shit broke into just about every car in the parking lot to steal whatever they could.So much broken glass from side windows everywhere.
It used to be okay before this incident,but a busy parking lot in borad daylight and some vulture lies in wait?
Yeah,I'm done here.",1,3,3,5,4,3,3,3,1
"Went to Deer Garden Signature last night with my wife for dinner.  We had just returned from our Labor Day Week trip.  

I ordered a fish soup with dumpling, fish balls, and Korean crystal noodles.  My wife ordered preserved pork in a clay pot.  

The preserved pork in clay pot did not seem to interest me.  To me it looked like sausage with rice, and nothing particularly interesting.

The soup was actually pretty good.  My wife and I liked it much better.  

The only thing we think they could have done better is the following:

My wife and I were not exactly familiar with the style of food.  My wife is Vietnamese.  Maybe as part of the banner for the restaurant they should put Guandong Style Cuisine under the name.  

Otherwise the food is pretty good.  

Rahul Iyer",3,3,3,4,4,3,3,3,3
"You're in 120 degree Scottsdale weather and you need a casual change of clothes, a bite to eat, and a refreshing adult beverage; Tommy Bahama can do it all under one roof. A retail clothier on the bottom floor and a decent, predictable place to eat and drink upstairs...ok, I'll work with you Tommy. There is nothing special about this place except I found their service in both their retail space and restaurant superb. Try their grilled crab cakes and their twice shaken martini.",3,2,2,3,3,3,4,3,4
"This is the ONLY place my wife and I will buy furniture from, absolutely fantastic!

My wife and I spent a better part of a month looking for a TV stand for our living room. Everything we came across was cheap and prefabricated. We stumbled on Sweet Potatoes while on our way home from another local store. The owner was extremely friendly and helpful.  We found a couple things we liked but not the size we needed.  The owner told us the pieces we were looking at are locally made and offered to call and see if they could custom make one. Not only did they agree but the price we were given was 200 dollars less than anything else we were looking at.  We have since received the piece and could not be happier!",5,5,5,5,5,1,4,1,5
"THis place is great! I need an adjustment every now and then but I live in Scottsdale and my regular Chiropractor is so good that he is always booked up ahead of time, so if I tweek my back unexpectedly I can't get in soon enough quite often. So.. now I have a place to go seven days a week that is every bit as good as my normal Chiro. I have only gone to the weekend chiro but my wife and one of my employees have seen Dr. Brian and they love him. So if you need a good Chiro... go see these guys any day of the week. Try em you'll love em!",5,5,5,5,5,5,5,5,5
Ok.  Not great for what is supposedly a good steak joint.  Not much ambiance and food was good not great.,3,4,4,4,4,4,4,3,2
"We moved here from Northern NJ where a NY style deli is worshiped right along with any big religion yet in our last few years there, all the great NY style delis by us were closing in rapid succession.  Going into NYC just wasn't an option each time I wanted some half sours and a knish.   It took moving to Scottsdale, AZ to find a solution - go figure.

The gigantic menu you'd expect, pretty good bagels, great breads, not to mention the grilled cheese/Jewish sliders/patty melt/kosher dog with kraut/knish/fresh chips/potato salad/macaroni salad - all are awesome.  I did not care for the Reuben I tried, however, I am crazy picky about corned beef and I realize that a true NY deli serves the meat a little fatty so that's my hangup.  Husband had an omelet today that could have fed 4 people - he loved it. 

If you are going to Chompies with someone and it is their first time, force them to look at the menu online first or you will be filling up on half sours for some time as they decide.

Great service, efficient but not pushy.",4,4,4,5,4,4,4,4,4
"Pleasantly surprised, great drink specials and cute outdoor seating.
Food was really good and I look forward to going back!",4,4,4,4,4,4,5,5,4
"My boyfriends company has been doing business with this PostNet store for the last 4 years. Service is friendly, prompt and helpful.

I highly recommend it.",5,5,5,5,5,5,5,5,5
"My absolute favorite thing about summer in Scottsdale is that restaurants and hotels get SUPER cheap and do every night happy hours. Literally, best Happy Hour in South Scottsdale, by far. I originally wanted to eat at Culinary Drop Out, but the line was long and I was STARVING. Went into Wildfish, because even though I had never eaten there, and was left without my Bible of Yelp, I took a chance since I had eaten at its North Scottsdale, Big Brother location, Eddie V's, dozens of times. The menu is very similar to Eddie V's, but I would say, a bit trendier. Me and my man had appetizers and I had a $5 Mojito, and it was delicious. I had ahi tuna tar tar, a green salad with shrimp, shrimp cocktail, and by far, the best calamari I had ever had. It was like, salty, sweet, crunchy, and had cashews on it. I couldn't tell if I was eating calamari, or a dessert! Go for Happy hour FOR SURE. Great atmosphere, too...",4,5,5,5,5,4,5,5,5
"I have been going to Postino since it opened. I remember the Matt Diamond era, Susan era and now the Brent Karlicheck era. I really like the evolution as to what it has become.
Now granted, I am personal friends with Brent (and Matt) so I want to disclose this upfront, but I am elated with the new direction of the wine program as I think it is superior to most in its consumer friendly format.
Grab a plate of bruschetta and $5 glass of ABC (anything but Cabernet) at the bar. Ask Brent or the chilled staff to help you pick something great.

Like the mythical Arcas, you can bear the budget bacchanalian orgy right in the heart of Arcadia",4,4,4,5,4,4,4,4,4
"I love you, Marquee Theatre. 

Just last night I saw Dashboard Confessional here and it was packed. 
I have seen many shows here and I have not a single complaint about The Marquee. The bartenders are really friendly, the bouncers do a great job, and the bands they have play here are always phenomenal. Not to mention, the sound guys do an awesome job. 

I love how big it is in the Marquee, because it allows for tons of people to see a great show. One thing that most venues fail at is keeping it cool inside of the venue, The Marquee on the other hand does a tremendous job of keeping the temperatures bearable in there. 

The only thing I hate (and this has nothing to do with The Marquee itself) is that I am always standing next to belligerently drunk, annoying girls who can't seem to keep their mouths shut during a set.... Please don't speak... I am listening to Chris Carrabba's angelic voice, thanks. 

All in all, I think that The Marquee Theatre is my favorite venue of all time.",5,5,5,5,4,5,5,5,5
This is a cool venue to catch a show. I actually played a show here and it was good times. They have a large dance floor or an area where people can gather to watch performers. They also have a nice sized Bar which can handle a good sized crowd. We all know that is a must when it comes getting a drink in a crowed venue. I really enjoyed this spot and had a fun time rocking peoples face off!,4,4,4,4,4,3,4,4,4
"What would I do without this place?  They pretty much anything you need to make any Asian home cooked meals.  Very clean.  Fresh produce, fresh seafood, fresh meat.  I love how they have pre sliced meats.  This is definitely one of the largest Asian supermarkets in the valley.  Avoid the the 2 asian restaurants in the market though.  They're not very good.",5,5,5,4,4,4,5,5,4
"Self service, good mix n match favors and lots of goodies. Be careful, the bowls are big and you can easily pay more for a single serving than a gallon of Breyers at the grocery store.  

Very dog friendly place. They will bring out a bowl of water and a small softserve with dog treats stuck in it for your little dog.",4,5,3,4,5,4,4,4,4
"This is your typical airport restaurant that pretty much has a monopoly because your choices past security are pretty slim. However, this place has four saving graces - decent connection to the free airport wifi, a tv that had the NFL playoffs on, a full bar with delicious long island iced tea, and the french fries. The french fries are delicious! The burger is ok; I couldn't finish it all. My bill came to $20 for the food, long island, tax, and tip, which is probably about right. The waitress, whose prompt service resulted in no problems, filled up my water bottle for me (instead of using the water fountain), which pleasantly surprised me. So, four stars it is!",4,3,3,4,4,3,4,4,4
"Sprouts is my favorite market to shop at! They are a great company who have a very friendly staff in their stores as well as their corporate office. They are also very involved with the community and with local farmers and businesses!

The prices for all the fresh and natural groceries they carry are the most reasonable out of all the grocery stores I have been too! The Vitamin Department has everything you could ever look for to help your well being and they are always extravaganzas in the stores so you are always getting the most out of your money, and in times like these I know people are very appreciative of that since groceries are becoming more and more expensive everyday, or so it seems!

I most definitely recommend anyone to shop at Sprouts!",5,5,5,5,5,5,5,5,5
"This location is quieter than the one at Arizona Mills Mall. No screaming kids in your way. The clothes are less disheveled, still attached to the hanger, but for the same low price. I get my husband's work shirts here for like $8. Ross understands that there are still skinny Americans out there and they carry size 4 pants. YESSSSS!

I -3 the unusual house goods you can find at Ross. I redid my whole bathroom and made it into a nice Victorian style in light pink and a wood brown. They had this soft-green painted shelf that looked like a twisted vine. Where else can you find something like that? I found these two toothbrush cups that were painted with butterflies. Worth the $5 each. My bathroom is gorgeous. You'll want to take a crap in there.",5,4,4,4,3,2,3,3,4
LOVE Five Guys!,5,5,5,5,5,5,5,5,5
"When owners/staff changed we kept hoping for the best.  (The friendly owners/cooks of the previous restaurant were top notch, hence the good reviews).  But now, alas. . . Lemon chicken that turned out to be pork (and bad at that), wontons in soup that fall apart, greasy greasy lo mein and eggrolls, it's just not worth it.  Prefer to give locals the business, but this is truly awful, even after many hopeful tries.  Panda Express it is until someone else does a better job.",1,1,1,5,2,1,2,3,1
